Title,Category
Tribute,"Fiction , Romance , Suspense"
Fancy Pants,"Fiction , Romance , Contemporary"
"Secrets (Glenbrooke, Book 1)","Fiction , Romance , General"
The Widow,"Fiction , Romance , Suspense"
The MacGregor Grooms,"Fiction , Romance , General"
Lawman (NYT Bestselling Author),"Fiction , Romance , Contemporary"
Dangerous Sanctuary,"Fiction , Romance , General"
Fly Away Home,"Fiction , Romance , Contemporary"
Every Breath You Take: A Novel,"Fiction , Romance , Suspense"
Lone Star Christmas,"Fiction , Romance , General"
A Certain Smile,"Fiction , Romance , General"
"First Love, Wild Love (Western Wind)","Fiction , Romance , Historical , General"
Flash,"Fiction , Romance , Contemporary"
Shield's Lady (Lost Colony Trilogy),"Fiction , Romance , Contemporary"
"Innocent as Sin (St. Kilda Consulting, 2)","Fiction , Romance , Suspense"
Sorceress,"Fiction , Romance , Paranormal"
Tongue in Chic,"Fiction , Romance , Suspense"
Drop Dead Beautiful (Lucky Santangelo Novels),"Fiction , Romance , Contemporary"
My Heart Stood Still (Macleod Family),"Fiction , Romance , Contemporary"
On the Edge (Hqn Romance),"Fiction , Romance , Contemporary"
Unexpected Son  (Hometown Reunion),"Fiction , Romance , Contemporary"
"Take Me Tonight (The Bullet Catchers, Book 3)","Fiction , Romance , Contemporary"
Lord of the Wolves (Vikings),"Fiction , Romance , Historical"
Autumn Lover (Only Series),"Fiction , Romance , Historical , General"
Black Rainbow,"Fiction , Romance , Gothic"
Code Name: Baby,"Fiction , Romance , Suspense"
Affair: A Novel,"Fiction , Romance , Historical , General"
Kiss an Angel,"Fiction , Romance , Contemporary"
"Vendetta (The Sisterhood, No.3)","Fiction , Romance , Action & Adventure"
Slightly Wicked (Bedwyn Saga),"Fiction , Romance , Historical , General"
Scumbler,"Fiction , Romance , General"
North Carolina: A Sense of Belonging/Carolina Pride/Look to the Heart (Heartsong Novella Collection),"Fiction , Romance , General"
"Just the Way You Are (Lost Texas Hearts, Book 1)","Fiction , Romance , Contemporary"
48 Shades of Brown,"Young Adult Fiction , Romance , General"
Slim Chance (Red Dress Ink (Numbered Paperback)),"Fiction , Romance , General"
One Hundred and One Ways: A Novel,"Fiction , Romance , General"
Castro's Curveball,"Fiction , Romance , General"
The English Garden: Woman of Valor/Apple of His Eye/A Flower Amidst the Ashes/Robyn's Garden (Inspirational Romance Collection),"Fiction , Romance , Historical , General"
Irish Rogue (Palisades Contemporary Romance),"Fiction , Romance , General"
Every Woman Needs a Wife,"Fiction , Romance , Contemporary"
Cover of Night: A Novel,"Fiction , Romance , Suspense"
Drop Dead Beautiful,"Fiction , Romance , Contemporary"
"Devil May Cry (Dark-Hunter, Book 11)","Fiction , Romance , Paranormal"
Girl's Guide to Witchcraft (Red Dress Ink),"Fiction , Romance , Contemporary"
The Borgia Bride: A Novel,"Fiction , Romance , Historical , General"
The Big Bad Wolf Tells All: A Novel,"Fiction , Romance , Contemporary"
The China Bride (The Bride Trilogy),"Fiction , Romance , General"
Bombshell,"Fiction , Romance , Contemporary"
Coming Out,"Fiction , Romance , Contemporary"
His Little Black Book,"Fiction , Romance , Contemporary"
Taming Him: Ellora's Cave Presents,"Fiction , Romance , General"
Mercy: A Novel,"Fiction , Romance , Contemporary"
Beyond the Dark (Berkley Sensation Paranormal Romance),"Fiction , Romance , Paranormal , General"
The Russian Concubine (A Russian Concubine Novel),"Fiction , Romance , Historical , General"
The Senator's Other Daughter (Belles of Lordsburg #1),"Fiction , Romance , Historical , General"
The Romantic Movement,"Fiction , Romance , General"
"Bit the Jackpot (Vegas Vampires, Book 2)","Fiction , Romance , Paranormal , General"
"Been There, Done That : A Novel","Fiction , Romance , General"
Without A Trace (The O'hurleys),"Fiction , Romance , Contemporary"
The Courtesan's Daughter (The Courtesan Series),"Fiction , Romance , Historical , General"
Girls Night In,"Fiction , Romance , Contemporary"
Broken,"Fiction , Romance , Erotica"
Bungalow 2,"Fiction , Romance , Contemporary"
Entangled (Portraits Series #5),"Fiction , Romance , Contemporary"
The Heiress Bride (Bride Trilogy),"Fiction , Romance , Historical , General"
Lie by Moonlight,"Fiction , Romance , Erotica"
More Than a Mistress/No Man's Mistress,"Fiction , Romance , Historical , General"
Amazing Grace,"Fiction , Romance , Contemporary"
Shopaholic & Sister (Shopaholic Series),"Fiction , Romance , Contemporary"
Illusions,"Fiction , Romance , General"
Welcome to Temptation,"Fiction , Romance , General"
No Outward Sign,"Fiction , Romance , General"
A Bend in the Road,"Fiction , Romance , General"
Rogue,"Fiction , Romance , Contemporary"
On Chesil Beach: A Novel,"Fiction , Romance , Erotica"
The Virgin's Lover,"Fiction , Romance , Historical , General"
The Queen's Fool,"Fiction , Romance , Historical , General"
Wilde Thing,"Fiction , Romance , Contemporary"
The Erotic Secrets of a French Maid,"Fiction , Romance , Contemporary"
Bayou Bad Boys,"Fiction , Romance , Contemporary"
Bad Boys in Black Tie,"Fiction , Romance , Contemporary"
A Week from Sunday,"Fiction , Romance , Historical , General"
"High Stakes (Vegas Vampires, Book 1)","Fiction , Romance , General"
"The Sherbrooke Bride (Bride Series, Book 1)","Fiction , Romance , Historical , General"
Knight's Song,"Fiction , Romance , Historical , General"
The Conquest,"Fiction , Romance , Historical"
The Last Chance Cafe : A Novel,"Fiction , Romance , General"
McKettrick's Heart,"Fiction , Romance , Contemporary"
Sierra's Homecoming (The McKettrick Series #5),"Fiction , Romance , Contemporary"
McKettrick's Pride (The McKettrick Series #7),"Fiction , Romance , Contemporary"
Angels All Over Town,"Fiction , Romance , Contemporary"
The McKettrick Way,"Fiction , Romance , Contemporary"
Prisoner of My Desire (Avon Historical Romance),"Fiction , Romance , Historical , General"
"River Rising (Missouri, Book 4)","Fiction , Romance , Contemporary"
High Country Bride (The McKettrick Series #1),"Fiction , Romance , Historical , General"
Hissy Fit: A Novel,"Fiction , Romance , General"
Nerd in Shining Armor,"Fiction , Romance , Contemporary"
Sweet Anger,"Fiction , Romance , Erotica"
Suspicious,"Fiction , Romance , Contemporary"
South Carolina: Southern Gentleman/After the Storm/Somewhere a Rainbow/Catch of a Lifetime (Heartsong Novella Collection),"Fiction , Romance , Contemporary"
Thursday's Child,"Fiction , Romance , General"
Eye of the Beholder,"Fiction , Romance , General"
The Wrong Hostage: A Novel,"Fiction , Romance , Suspense"
Obsession,"Fiction , Romance , Suspense"
Before I Let Go,"Fiction , Romance , Contemporary"
Falling Awake,"Fiction , Romance , Suspense"
A Love of My Own: A Novel,"Fiction , Romance , General"
"American Beauty (A-List, Book 7)","Young Adult Fiction , Romance , General"
The Rana Look,"Fiction , Romance , General"
The Chase: A Novel,"Fiction , Romance , Historical , General"
The Guardian,"Fiction , Romance , Contemporary"
Wedding Gown (Indigo: Sensuous Love Stories),"Fiction , Romance , Contemporary"
Making Promises (Arabesque),"Fiction , Romance , Contemporary"
An Angel in Time,"Fiction , Romance , Contemporary"
Breaking Free: A Novel,"Fiction , Christian , Romance , General"
Persian Nights (William Abrahams Book),"Fiction , Romance , Contemporary"
Lyon's Gate: Bride Series,"Fiction , Romance , General"
Deadly Kisses (A Francesca Cahill Novel),"Fiction , Romance , Historical , General"
Shrimp,"Young Adult Fiction , Romance , General"
The Snow Fox: A Novel,"Fiction , Romance , General"
"Redemption (Redemption Series-Baxter 1, Book 1)","Fiction , Romance , Contemporary"
Silver's Edge (Through the Shadowlands),"Fiction , Romance , Fantasy"
Where Two Seas Met:,"Fiction , Romance , Historical , General"
Under Cover,"Fiction , Romance , Contemporary"
Chase the Dawn,"Fiction , Romance , Historical , General"
Eden Burning,"Fiction , Romance , Erotica"
Skintight,"Fiction , Romance , General"
Counting Raindrops Through a Stained Glass Window,"Fiction , Romance , Contemporary"
Life's a Beach,"Fiction , Romance , Contemporary"
Grand Canyon Brides: From Famine to Feast/Armed and Dangerous/The Richest Knight/Shelter from the Storm (Heartsong Novella Collection),"Fiction , Romance , General"
Taming Natasha & Luring A Lady,"Fiction , Romance , Contemporary"
"The Visitor (English Garden, Book 3)","Fiction , Romance , General"
Trilby,"Fiction , Romance , Western"
Confessions of a Shopaholic (Movie Tie-in Edition) (Shopaholic Series),"Fiction , Romance , Contemporary"
The Marriage Prize,"Fiction , Romance , Historical , General"
A Christmas Sleigh Ride: Colder Than Ice/Take Me Home (Heartsong Christmas 2-in-1),"Fiction , Romance , General"
The Postcard (Amish Country Crossroads #1),"Fiction , Romance , Historical"
Lord Deverill's Secret,"Fiction , Romance , Historical , General"
"It Happened One Autumn: The Wallflowers, Book 2","Fiction , Romance , Historical , General"
Pirates,"Fiction , Romance , Historical , General"
Impulse (Contemporary Romantic Thriller),"Fiction , Romance , Contemporary"
Sweet Lass of Richmond Hill (Georgian Saga),"Fiction , Romance , Historical , General"
Mackenzie's Legacy: An Anthology,"Fiction , Romance , General"
Florida Brides: Margaret's Quest/Red Hills Stranger/The Way Home (Heartsong Novella Collection),"Fiction , Romance , Erotica"
The Lucky One,"Fiction , Romance , General"
Irresistible Forces: A Novel,"Fiction , Romance , Contemporary"
What You Wish For,"Fiction , Romance , Suspense"
Until You,"Fiction , Romance , Historical , General"
The Best of Friends,"Fiction , Romance , General"
Outsider,"Fiction , Romance , Historical , General"
The Pregnancy Test,"Fiction , Romance , Contemporary"
"Promise, Texas (Heart of Texas)","Fiction , Romance , General"
Quentins,"Fiction , Romance , Contemporary"
There's Something About Christmas,"Fiction , Romance , Contemporary"
Fair is the Rose (Lowlands of Scotland Series #2),"Fiction , Romance , General"
"The Parting (The Courtship of Nellie Fisher, Book 1)","Fiction , Christian , Romance , General"
Last Breath: A Novel of Suspense,"Fiction , Romance , Suspense"
"Caroline's Child & Dr. Texas (Heart of Texas, Vol. 2)","Fiction , Romance , General"
The Gazebo: A Novel,"Fiction , Romance , Contemporary"
All Jingled Out: Done with the Dashing / My True Love Gave to Me (Steeple Hill Christmas),"Fiction , Romance , Contemporary"
Swept Away (Avon Red),"Fiction , Romance , Contemporary"
Lily White,"Fiction , Romance , Suspense"
Can I Get a Witness?,"Fiction , Romance , General"
Everybody Say Amen,"Fiction , Romance , General"
The Sunflower,"Fiction , Romance , Contemporary"
Magical Seduction,"Fiction , Romance , Paranormal , General"
"Little Lady, Big Apple","Fiction , Romance , General"
Come Walk with Me,"Fiction , Romance , General"
Some Assembly Required: A Novel,"Fiction , Romance , General"
Whiskey Road: A Love Story,"Fiction , Romance , Contemporary"
What She Wants at Midnight (Dream Wreakers),"Fiction , Romance , Paranormal , General"
"Cold Pursuit: A Thrilling Romantic Suspense (A Black Falls Novel, 1)","Fiction , Romance , Suspense"
Sea of Lost Love: A Novel,"Fiction , Romance , General"
Afterlove,"Fiction , Romance , Contemporary"
Texans at Heart,"Fiction , Romance , Contemporary"
Christmas Every Morning,"Fiction , Romance , Contemporary"
All Good Gifts,"Fiction , Romance , Contemporary"
Harstairs House,"Fiction , Romance , Historical , General"
Cross My Heart,"Fiction , Romance , Contemporary"
Where the Heart Leads (Waiting for Summer's Return Series #2),"Fiction , Christian , Romance"
"The Longing (The Courtship of Nellie Fisher, Book 3)","Fiction , Christian , Romance , General"
Heaven's Song (Portraits Series #8),"Fiction , Romance , Contemporary"
Fortune's Hand,"Fiction , Romance , Contemporary"
Lace,"Fiction , Romance , Contemporary"
Mistress of the Sun: A Novel,"Fiction , Romance , Historical , General"
More Than This: A Novel,"Fiction , Romance , Contemporary"
Here Comes the Bride (A Cate Padgett Novel),"Fiction , Romance , General"
Happy Hour at Casa Dracula,"Fiction , Romance , General"
At First Sight,"Fiction , Romance , Contemporary"
I'm Your Santa,"Fiction , Romance , Contemporary"
Megan Meade's Guide to the McGowan Boys,"Young Adult Fiction , Romance , General"
On Strike for Christmas: A Novel,"Fiction , Romance , Contemporary"
3 Brides for 3 Bad Boys,"Fiction , Romance , Contemporary"
The Gold Shoe (Grace Livingston Hill #45),"Fiction , Romance , Contemporary"
Secrets: A Novel,"Fiction , Romance , General"
Born in Death,"Fiction , Romance , Suspense"
"TailSpin (FBI Thriller, No. 12)","Fiction , Romance , Suspense"
An Old-Fashioned Christmas:  For the Love of a Child/Miracle on Kismet Hill/Christmas Flower/God Jul (Heartsong Novella Collection),"Fiction , Romance , Historical , General"
Fool Me Once,"Fiction , Romance , General"
Something More,"Fiction , Romance , General"
"The MacGregors: Daniel & Ian: For Now, ForeverIn From The Cold","Fiction , Romance , General"
An Unwilling Guest: Number Two (Classic Series),"Fiction , Christian , Romance"
Love Like That (Red Dress Ink Novels),"Fiction , Romance , General"
"Cassidy (Big Sky Dreams, Book 1)","Fiction , Christian , Romance"
"An Affair Before Christmas (Desperate Duchesses, Bk 2)","Fiction , Romance , Historical , General"
Slightly Scandalous,"Fiction , Romance , Historical , General"
"A Wanted Man (A Stone Creek Novel, 2)","Fiction , Romance , Historical , General"
Where Truth Lies,"Fiction , Romance , Suspense"
Straight from the Heart: A Novel (Loveswept),"Fiction , Romance , Contemporary"
Dark Need: A Novel of the Darkyn,"Fiction , Romance , General"
Ladies' Man,"Fiction , Romance , Contemporary"
Kill and Tell: A Novel,"Fiction , Romance , Suspense"
"Demon's Kiss (Wings in the Night, Book 1)","Fiction , Romance , Paranormal , General"
"Ice Blue (The Ice Series, 3)","Fiction , Romance , Suspense"
No Holding Back,"Fiction , Romance , Contemporary"
In Deep Voodoo,"Fiction , Romance , Suspense"
"Jacob (The Nightwalkers, Book 1)","Fiction , Romance , Fantasy"
Second Chance: A Novel,"Fiction , Romance , Contemporary"
Just Imagine,"Fiction , Romance , Historical , General"
The Legend Mackinnon: A Novel,"Fiction , Romance , General"
Consider the Lily,"Fiction , Romance , Historical , General"
A Wicked Gentleman,"Fiction , Romance , Historical , General"
Doing Good,"Fiction , Romance , Contemporary"
Where the Heart Leads: From the Casebook of Barnaby Adair (Cynster Novels),"Fiction , Romance , Historical , General"
The Other Boleyn Girl (Movie Tie-In),"Fiction , Romance , Historical"
Last Kiss,"Fiction , Romance , General"
Happily Ever After (An Avon Romantic Treasure),"Fiction , Romance , Historical , General"
Sweet Laurel,"Fiction , Romance , Historical , General"
Untie My Heart,"Fiction , Romance , Historical , General"
Twist of Fate,"Fiction , Romance , Contemporary"
Dream Island (Akora),"Fiction , Romance , Historical , General"
The Seduction (Berkley Sensation),"Fiction , Romance , Historical , General"
Comanche Moon,"Fiction , Romance , Historical , General"
Hurricane,"Fiction , Romance , Suspense"
Express Male (Hqn Romance),"Fiction , Romance , Contemporary"
The Suicide Club,"Fiction , Romance , Suspense"
Blood Red,"Fiction , Romance , Paranormal , General"
The Duchess' Lover,"Fiction , Romance , Historical"
Scrooge Wore Spurs,"Fiction , Romance , Contemporary"
"A Most Unsuitable Groom (The Beckets of Romney Marsh, 4)","Fiction , Romance , Historical , General"
Irresistible (Banning Sisters Trilogy),"Fiction , Romance , Historical , Regency"
"Into the Fire (Troubleshooters, Book 13)","Fiction , Romance , Suspense"
Heat Wave,"Fiction , Romance , Contemporary"
Guilty,"Fiction , Romance , Suspense"
The Black Sheep and the English Rose (Brava Contemporary Romance),"Fiction , Romance , Contemporary"
The Way I Found Her,"Fiction , Romance , General"
Simply Sexy,"Fiction , Romance , Contemporary"
The Bargain,"Fiction , Romance , Historical"
Slightly Settled,"Fiction , Romance , General"
"Force of Nature (Troubleshooters, Book 11)","Fiction , Romance , Suspense"
The Ground Beneath Her Feet: A Novel,"Fiction , Romance , General"
The River Knows,"Fiction , Romance , Historical , General"
Three Weddings and a Kiss,"Fiction , Romance , Historical , General"
Who Will Take This Man? (Avon Historical Romance),"Fiction , Romance , General"
The Admiral's Bride,"Fiction , Romance , Contemporary"
Innocence,"Fiction , Romance , General"
The Bull from the Sea,"Fiction , Romance , Historical , General"
"To Love a Scottish Lord: Book Four of the Highland Lords (The Highland Lords, 4)","Fiction , Romance , Historical , General"
Candy,"Young Adult Fiction , Romance , General"
Where or When,"Fiction , Romance , Contemporary"
"Plain and Fancy (Brides of Lancaster County, Book 3)","Fiction , Romance , Erotica"
Demon's Delight (Berkley Sensation),"Fiction , Romance , Paranormal , General"
"Charmed & Ready (Bronwyn the Witch, Book 2)","Fiction , Romance , Paranormal"
"All Night Inn (Hollywood After Dark, Book 1)","Fiction , Romance , Fantasy"
Charming the Shrew (Berkley Sensation),"Fiction , Romance , Historical , General"
Talk Nerdy to Me,"Fiction , Romance , General"
A Season Beyond a Kiss (The Birmingham Family),"Fiction , Romance , Historical , General"
A Village Affair,"Fiction , Romance , General"
"Sleeping with the Fishes (Fred the Mermaid, Book 1)","Fiction , Romance , Fantasy"
Kiss Of Darkness,"Fiction , Romance , Contemporary"
Triumph (Florida Civil War),"Fiction , Romance , Historical , General"
Amethyst Dreams,"Fiction , Romance , Historical , General"
Rides A Hero,"Fiction , Romance , Contemporary"
The Texan (Bitter Creek),"Fiction , Romance , Historical"
Just For Kicks,"Fiction , Romance , Contemporary"
Icing On The Cake,"Fiction , Romance , Contemporary"
Mrs. Miracle (Angels),"Fiction , Romance , Contemporary"
Anyone But You,"Fiction , Romance , Contemporary"
Charlie All Night (MIRA),"Fiction , Romance , Contemporary"
"Over the Edge (Troubleshooters, Book 3)","Fiction , Romance , Contemporary"
"Hey, Good Looking: A Novel","Fiction , Romance , Contemporary"
"Match Me If You Can (Chicago Stars, 6)","Fiction , Romance , General"
Ain't She Sweet?,"Fiction , Romance , General"
"It Had to Be You (Chicago Stars, 1)","Fiction , Romance , Historical , General"
Breathing Room,"Fiction , Romance , General"
"Breakwater (Cold Ridge, 5)","Fiction , Romance , Suspense"
Once Upon A Christmas: The Most Wonderful Time Of The Year/'Twas The Week Before Christmas (Steeple Hill Christmas 2-in-1),"Fiction , Romance , Collections & Anthologies"
"It's Not You, It's Me (A Red Dress Ink Book)","Fiction , Romance , Contemporary"
Black Silk,"Fiction , Romance , Suspense"
Someday Soon/Sooner or Later (Deliverance Company 1-2),"Fiction , Romance , Contemporary"
A VILLAGE AFFAIR,"Fiction , Romance , General"
"Besieged (Skye's Legacy, #3)","Fiction , Romance , General"
"The Seductive One (The Marcelli Sisters of Pleasure Road, Book 3)","Fiction , Romance , Contemporary"
Grace Livingston Hill Collection No. 2: Because of Stephen / Lone Point / The Story of a Whim / An Interrupted Night,"Fiction , Romance , General"
"The Parting (The Courtship of Nellie Fisher, Book 1)","Fiction , Christian , Romance , General"
The Choice,"Fiction , Romance , Contemporary"
Locking Horns,"Fiction , Romance , Contemporary"
Love on the Dotted Line: A Novel,"Fiction , Romance , General"
Do You Believe?,"Fiction , Romance , Contemporary"
Comfort and Joy,"Fiction , Romance , General"
The Marriage Game: A Novel,"Fiction , Romance , Contemporary"
"Born in Fire (Born in Trilogy, Book 1)","Fiction , Romance , General"
Night Tales: Night Shield & Night Moves,"Fiction , Romance , Contemporary"
Night Tales: Nightshade / Night Smoke,"Fiction , Romance , General"
Once Upon a Rose (The Once Upon Series),"Fiction , Romance , General"
Key of Knowledge,"Fiction , Romance , Paranormal , General"
Key of Valor,"Fiction , Romance , Paranormal , General"
"Born in Ice (Born in Trilogy, Book 2)","Fiction , Romance , General"
Every Breath She Takes,"Fiction , Romance , General"
"Back on Blossom Street (Blossom Street, No. 3)","Fiction , Romance , General"
Slightly Sinful (Bedwyn Saga),"Fiction , Romance , Historical , General"
Innocent in Death,"Fiction , Romance , Suspense"
Betrayed,"Fiction , Romance , Historical , General"
More to Life Than This (Red Dress Ink),"Fiction , Romance , Contemporary"
Love Slave,"Fiction , Romance , Historical , General"
The Innocent,"Fiction , Romance , General"
The Choice,"Fiction , Romance , Contemporary"
For the Roses,"Fiction , Romance , Historical"
Unbecoming Behavior,"Fiction , Romance , Contemporary"
Irish Hearts,"Fiction , Romance , Contemporary"
Hero Under Cover,"Fiction , Romance , Suspense"
Wishes,"Fiction , Romance , Historical"
The Maiden,"Fiction , Romance , Historical"
Once a Knight: Good Knights #1,"Fiction , Romance , Historical , General"
A Knight to Remember: Good Knights #2,"Fiction , Romance , Historical , General"
Confessions of a Boyfriend Stealer,"Young Adult Fiction , Romance , General"
"A Kiss of Fate (Putney, Mary Jo)","Fiction , Romance , Historical , General"
"The Boyfriend List: (15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver) (Ruby Oliver Quartet)","Young Adult Fiction , Romance , General"
The Nannies,"Young Adult Fiction , Romance , General"
Tell It to Naomi,"Young Adult Fiction , Romance , General"
Remember Me?,"Fiction , Romance , Contemporary"
Everlasting,"Fiction , Romance , Historical , General"
Tidings of Peace,"Fiction , Christian , Romance , General"
Fearless,"Fiction , Romance , Western"
"Jane Austen in Scarsdale: Or Love, Death, and the SATs","Fiction , Romance , Contemporary"
Remember Summer,"Fiction , Romance , Contemporary"
Be My Knife: A Novel,"Fiction , Romance , General"
Whose Wedding Is It Anyway? (Red Dress Ink),"Fiction , Romance , Contemporary"
Blue Smoke and Murder,"Fiction , Romance , Suspense"
Secrets of the Tsil Cafe,"Fiction , Romance , Historical , General"
Home Before Dark,"Fiction , Romance , Contemporary"
Sundays at Tiffany's,"Fiction , Romance , General"
The Forever Kiss,"Fiction , Romance , Fantasy"
"Fangs But No Fangs (The Young Brothers, Book 2)","Fiction , Romance , Paranormal , General"
Honor Bound,"Fiction , Romance , Contemporary"
For Love,"Fiction , Romance , General"
The Birthright (Song of Acadia #3),"Fiction , Romance , Historical , General"
"Acheron (Dark-Hunter, Book 12)","Fiction , Romance , Fantasy"
Life's a Beach,"Fiction , Romance , Contemporary"
Reflections & Dreams: An Anthology (The Stanislaskis),"Fiction , Romance , Contemporary"
On Tall Pine Lake,"Fiction , Romance , Contemporary"
Late Bloomer,"Fiction , Romance , Contemporary"
A Walk to Remember,"Fiction , Romance , General"
The Quinn Legacy (Chesapeake Bay Saga),"Fiction , Romance , General"
Dating Game: A Novel,"Fiction , Romance , Contemporary"
Lightning: A Novel,"Fiction , Romance , Contemporary"
Lucky's Lady: A Novel (Bayou),"Fiction , Romance , Suspense"
Three Heroes (Rogue Series),"Fiction , Romance , Historical , General"
Dreams,"Fiction , Romance , Contemporary"
"Dark Challenge (The Carpathians (Dark) Series, Book 5)","Fiction , Romance , Contemporary"
Jack With A Twist (Red Dress Ink Novels),"Fiction , Romance , Contemporary"
Bygones: Sommerfeld Trilogy #1 (Truly Yours Romance Club #10),"Fiction , Romance , Erotica"
The Matchmakers,"Fiction , Romance , Contemporary"
"Heart Dance (Celta's HeartMates, Book 6)","Fiction , Romance , Paranormal"
"One Bite With A Stranger (The Others, Book 1)","Fiction , Romance , Paranormal"
Highland Fire,"Fiction , Romance , Historical , General"
For Pete's Sake (The Piper Cove Chronicles #2),"Fiction , Romance , Contemporary"
Fairyville (Berkley Sensation),"Fiction , Romance , Paranormal"
On the Move,"Fiction , Romance , Contemporary"
Married Lovers,"Fiction , Romance , Contemporary"
The Christmas Basket,"Fiction , Romance , Contemporary"
A Cedar Cove Christmas (A Cedar Cove Novel),"Fiction , Romance , General"
Lover's Knot (Shenandoah Album),"Fiction , Romance , Contemporary"
A McKettrick Christmas (The McKettricks),"Fiction , Romance , Historical , General"
Kansas Home: Darling Cassidy/Tarah's Lessons/Laney's Kiss/Emily's Place (Heartsong Novella Collection),"Fiction , Romance , Historical , General"
The Woman Next Door,"Fiction , Romance , General"
A Love of My Own,"Fiction , Romance , African American"
New Mexico Weddings: Family Circle/Family Ties/Family Reunion (Heartsong Novella Collection),"Fiction , Christian , Romance"
"A Shelter of Hope (Westward Chronicles, Book 1)","Fiction , Romance , General"
Middle Age: A Romance,"Fiction , Romance , General"
"The Queen's Bastard (The Inheritors' Cycle, Book 1)","Fiction , Romance , Fantasy"
"Dear to Me (Brides of Webster County, Book 3) (Truly Yours Romance Club #20)","Fiction , Christian , Romance , General"
"Going Home (Brides of Webster County, Book 1) (Truly Yours Romance Club #14)","Fiction , Christian , Romance , General"
"A Sister's Test (Sisters of Holmes County, Book 2)","Fiction , Christian , Romance"
White Christmas Pie,"Fiction , Christian , Romance"
My Big Fat Supernatural Wedding,"Fiction , Romance , Paranormal , General"
The Changeling Bride,"Fiction , Romance , Fantasy"
The Last Time I Saw Paris,"Fiction , Romance , General"
Ghost Walk (Harrison Investigation),"Fiction , Romance , Suspense"
Wife for Hire,"Fiction , Romance , Erotica"
Navy Husband (Bestselling Author Collection),"Fiction , Romance , Contemporary"
"First, Best And Only","Fiction , Romance , Contemporary"
"Fireside (The Lakeshore Chronicles, 5)","Fiction , Romance , Contemporary"
Lord of Falcon Ridge,"Fiction , Romance , Historical , General"
A Hero for Dry Creek,"Fiction , Christian , Romance , General"
The Summerhouse,"Fiction , Romance , General"
The Rocky Road to Romance,"Fiction , Romance , General"
The Manning Brides: An Anthology,"Fiction , Romance , Contemporary"
The Edge (An FBI Thriller),"Fiction , Romance , General"
Flirting With Danger,"Fiction , Romance , Contemporary"
"Hot & Bothered (Marine, Book 3)","Fiction , Romance , Contemporary"
Underfoot,"Fiction , Romance , Contemporary"
Mistletoe and Molly,"Fiction , Romance , Contemporary"
I'll Be Home for Christmas: A Novel,"Fiction , Romance , Contemporary"
Under the Mistletoe (Signet Eclipse),"Fiction , Romance , Historical"
"Secrets: The Best in Women's Sensual Fiction, Vol. 7","Fiction , Romance , Historical , General"
Handyman,"Fiction , Romance , General"
Deep Freeze (West Coast Series),"Fiction , Romance , Contemporary"
Daddy's Angel,"Fiction , Romance , Contemporary"
Thanksgiving,"Fiction , Romance , Contemporary"
True Colors,"Fiction , Romance , Contemporary"
Love Overboard,"Fiction , Romance , General"
My Prerogative,"Fiction , Romance , Erotica"
"Darker Than Midnight (Mordecai Young Series, Book 3)","Fiction , Romance , Suspense"
The Chosen Sin,"Fiction , Romance , Paranormal , General"
"Bled Dry (Vegas Vampires, Book 3)","Fiction , Romance , Paranormal , General"
Flat-Out Sexy (Fast Track),"Fiction , Romance , Erotica"
The Edge of Impropriety (Signet Eclipse),"Fiction , Romance , Historical , General"
"The Storm (The Sons of Destiny, Book 6)","Fiction , Romance , Paranormal , General"
The Power of Love,"Fiction , Romance , Collections & Anthologies"
Miracle: A Novel,"Fiction , Romance , Contemporary"
"The Wolf (The Sons of Destiny, Book 2)","Fiction , Romance , Paranormal , General"
"Bond of Blood (Texas Vampires, Book 1)","Fiction , Romance , Paranormal , General"
Unleashed,"Fiction , Romance , Fantasy"
"The Song (The Sons of Destiny, Book 4)","Fiction , Romance , Paranormal , General"
"The Flame (The Sons of Destiny, Book 7)","Fiction , Romance , Paranormal , General"
The Only Good Lawyer (John Francis Cuddy Mystery),"Fiction , Romance , Contemporary"
The Missing (The FBI Psychics),"Fiction , Romance , Suspense"
Lucy Gets Her Life Back,"Fiction , Romance , Contemporary"
Smitten,"Fiction , Romance , Contemporary"
Country Brides: A Little Bit Country,"Fiction , Romance , General"
The Flame and the Shadow,"Fiction , Romance , Fantasy"
Anger: A Novel,"Fiction , Romance , Contemporary"
Mercenaries,"Fiction , Romance , Paranormal , General"
Double the Pleasure (Wild Hart),"Fiction , Romance , Erotica"
Rosehaven (Song Novels),"Fiction , Romance , Historical , General"
"Mona Lisa Craving (Monere: Children of the Moon, Book 3)","Fiction , Romance , Paranormal"
French Kiss,"Fiction , Romance , Contemporary"
"Charmed & Deadly (Bronwyn the Witch, Book 3)","Fiction , Romance , Paranormal"
"Nauti Dreams (The Nauti Trilogy, Book 3)","Fiction , Romance , Erotica"
The Dancing Floor,"Fiction , Romance , General"
Hell On Heels (Satan's Heirs),"Fiction , Romance , Fantasy"
Midnight Sea (Aloha Reef Series #4) (Women of Faith Fiction),"Fiction , Christian , Romance"
The Untamed Heiress,"Fiction , Romance , Historical , General"
The Rug Merchant,"Fiction , Romance , General"
A Little Ray of Sunshine,"Fiction , Romance , Contemporary"
The Trouble With Paradise,"Fiction , Romance , Suspense"
The Cove (An FBI Thriller),"Fiction , Romance , Contemporary"
